Customer_ID,Customer_Name,Email,Phone_Number,City,State,Country,Gender,Age_Group
CUST_29,Customer_29,customer29@example.com,+918124189736,Delhi,Karnataka,India,Male,36-45
CUST_30,Customer_30,customer30@example.com,+918523789488,Delhi,Delhi,India,Other,18-25
CUST_31,Customer_31,customer31@example.com,+919044782613,Hyderabad,Tamil Nadu,India,Male,18-25
CUST_32,Customer_32,customer32@example.com,+919085344492,Bangalore,Delhi,India,Other,36-45
CUST_33,Customer_33,customer33@example.com,+918635810445,Hyderabad,Rajasthan,India,Male,46-55
CUST_34,Customer_34,customer34@example.com,+917650038028,Hyderabad,Delhi,India,Female,36-45
CUST_35,Customer_35,customer35@example.com,+919295634656,Mumbai,Delhi,India,Other,18-25
CUST_36,Customer_36,customer36@example.com,+917682867469,Mumbai,Maharashtra,India,Other,18-25
CUST_37,Customer_37,customer37@example.com,+917853321816,Bangalore,Maharashtra,India,Female,26-35
CUST_38,Customer_38,customer38@example.com,+917725283489,Hyderabad,Rajasthan,India,Male,46-55
CUST_39,Customer_39,customer39@example.com,+918917996700,Pune,Karnataka,India,Other,26-35
CUST_40,Customer_40,customer40@example.com,+919471935384,Chennai,Rajasthan,India,Male,36-45
CUST_41,Customer_41,customer41@example.com,+918895617688,Mumbai,Karnataka,India,Male,36-45
CUST_42,Customer_42,customer42@example.com,+917366730545,Mumbai,Karnataka,India,Other,36-45
CUST_43,Customer_43,customer43@example.com,+917266932214,Pune,Karnataka,India,Other,18-25
CUST_44,Customer_44,customer44@example.com,+917665870452,Chennai,Delhi,India,Other,46-55
CUST_45,Customer_45,customer45@example.com,+917342820750,Hyderabad,Maharashtra,India,Male,26-35
CUST_46,Customer_46,customer46@example.com,+918433862629,Delhi,Delhi,India,Male,26-35
CUST_47,Customer_47,customer47@example.com,+917124247573,Pune,Delhi,India,Female,46-55
CUST_48,Customer_48,customer48@example.com,+918259645295,Hyderabad,Delhi,India,Other,18-25
CUST_49,Customer_49,customer49@example.com,+919555386412,Hyderabad,Tamil Nadu,India,Other,18-25
CUST_50,Customer_50,customer50@example.com,+917929167677,Pune,Rajasthan,India,Other,46-55
CUST_51,Customer_51,customer51@example.com,+918192319840,Kolkata,Maharashtra,India,Female,36-45
CUST_52,Customer_52,customer52@example.com,+919828606141,Jaipur,West Bengal,India,Female,36-45
CUST_53,Customer_53,customer53@example.com,+919866293070,Bangalore,Telangana,India,Female,18-25
CUST_54,Customer_54,customer54@example.com,+917263985274,Hyderabad,West Bengal,India,Female,36-45
CUST_55,Customer_55,customer55@example.com,+918334162225,Pune,West Bengal,India,Male,36-45
CUST_56,Customer_56,customer56@example.com,+918394209421,Chennai,Maharashtra,India,Other,26-35
CUST_57,Customer_57,customer57@example.com,+919988451126,Jaipur,West Bengal,India,Other,46-55
CUST_58,Customer_58,customer58@example.com,+919499732051,Jaipur,Tamil Nadu,India,Male,26-35
CUST_59,Customer_59,customer59@example.com,+918094202333,Mumbai,Karnataka,India,Other,18-25
CUST_60,Customer_60,customer60@example.com,+919123527314,Kolkata,Rajasthan,India,Male,46-55
CUST_61,Customer_61,customer61@example.com,+918444673479,Chennai,Telangana,India,Other,46-55
CUST_62,Customer_62,customer62@example.com,+918531077034,Chennai,Karnataka,India,Female,36-45
CUST_63,Customer_63,customer63@example.com,+919629989952,Chennai,Rajasthan,India,Other,36-45
CUST_64,Customer_64,customer64@example.com,+918212980280,Mumbai,Telangana,India,Female,26-35
CUST_65,Customer_65,customer65@example.com,+919717417399,Delhi,Telangana,India,Other,18-25
CUST_66,Customer_66,customer66@example.com,+919278561233,Pune,Rajasthan,India,Male,26-35
CUST_67,Customer_67,customer67@example.com,+917109552985,Chennai,Telangana,India,Other,18-25
CUST_68,Customer_68,customer68@example.com,+919273886431,Pune,Rajasthan,India,Other,18-25
CUST_69,Customer_69,customer69@example.com,+919217823761,Delhi,Delhi,India,Male,18-25
CUST_70,Customer_70,customer70@example.com,+919605133372,Pune,Telangana,India,Male,18-25
CUST_71,Customer_71,customer71@example.com,+919917052568,Delhi,Delhi,India,Female,36-45
CUST_72,Customer_72,customer72@example.com,+917951933931,Bangalore,Telangana,India,Other,18-25
CUST_73,Customer_73,customer73@example.com,+918376547814,Pune,West Bengal,India,Male,26-35
CUST_74,Customer_74,customer74@example.com,+918560401224,Kolkata,Delhi,India,Other,18-25
CUST_75,Customer_75,customer75@example.com,+917755947197,Jaipur,Telangana,India,Female,46-55
CUST_76,Customer_76,customer76@example.com,+917094014688,Delhi,Rajasthan,India,Male,36-45
CUST_77,Customer_77,customer77@example.com,+919993132686,Hyderabad,Delhi,India,Female,26-35
CUST_78,Customer_78,customer78@example.com,+917676777589,Bangalore,Telangana,India,Other,46-55
CUST_79,Customer_79,customer79@example.com,+918792449147,Chennai,Karnataka,India,Male,46-55
CUST_80,Customer_80,customer80@example.com,+919608547284,Kolkata,Karnataka,India,Female,46-55
CUST_81,Customer_81,customer81@example.com,+917567024835,Mumbai,Telangana,India,Female,26-35
CUST_82,Customer_82,customer82@example.com,+918240486539,Chennai,Rajasthan,India,Female,36-45
CUST_83,Customer_83,customer83@example.com,+918929453517,Chennai,Delhi,India,Male,46-55
CUST_84,Customer_84,customer84@example.com,+917211046109,Bangalore,Delhi,India,Other,18-25
CUST_85,Customer_85,customer85@example.com,+917477982156,Mumbai,West Bengal,India,Other,36-45
CUST_86,Customer_86,customer86@example.com,+918506487222,Kolkata,Tamil Nadu,India,Female,36-45
CUST_87,Customer_87,customer87@example.com,+919603366365,Kolkata,Maharashtra,India,Other,46-55
CUST_88,Customer_88,customer88@example.com,+917325873762,Delhi,Tamil Nadu,India,Female,36-45
CUST_89,Customer_89,customer89@example.com,+917948603363,Chennai,Karnataka,India,Other,36-45
CUST_90,Customer_90,customer90@example.com,+918676620980,Hyderabad,Maharashtra,India,Male,18-25
CUST_91,Customer_91,customer91@example.com,+918525829173,Kolkata,Karnataka,India,Female,26-35
CUST_92,Customer_92,customer92@example.com,+918399859701,Jaipur,Karnataka,India,Female,26-35
CUST_93,Customer_93,customer93@example.com,+918434072123,Delhi,Telangana,India,Female,46-55
CUST_94,Customer_94,customer94@example.com,+919721272058,Delhi,Maharashtra,India,Female,46-55
CUST_95,Customer_95,customer95@example.com,+919207393333,Jaipur,Maharashtra,India,Male,46-55
CUST_96,Customer_96,customer96@example.com,+918154983925,Pune,West Bengal,India,Male,18-25
CUST_97,Customer_97,customer97@example.com,+919942693856,Jaipur,Karnataka,India,Other,46-55
CUST_98,Customer_98,customer98@example.com,+919102316546,Pune,Tamil Nadu,India,Female,36-45
CUST_99,Customer_99,customer99@example.com,+918779034364,Bangalore,Karnataka,India,Other,18-25
CUST_100,Customer_100,customer100@example.com,+917923068005,Delhi,Tamil Nadu,India,Other,18-25
CUST_101,Customer_101,customer101@example.com,+918754299558,Jaipur,Tamil Nadu,India,Male,18-25
CUST_102,Customer_102,customer102@example.com,+919564899127,Pune,Rajasthan,India,Other,46-55
CUST_103,Customer_103,customer103@example.com,+919200748192,Mumbai,Telangana,India,Male,46-55
CUST_104,Customer_104,customer104@example.com,+918329729183,Bangalore,Maharashtra,India,Other,46-55
CUST_105,Customer_105,customer105@example.com,+917237056551,Delhi,Tamil Nadu,India,Female,46-55
CUST_106,Customer_106,customer106@example.com,+918705246741,Kolkata,Maharashtra,India,Male,18-25
CUST_107,Customer_107,customer107@example.com,+917654344991,Jaipur,Maharashtra,India,Female,18-25
CUST_108,Customer_108,customer108@example.com,+919159472230,Chennai,Maharashtra,India,Male,36-45
CUST_109,Customer_109,customer109@example.com,+918913618762,Delhi,Maharashtra,India,Other,26-35
CUST_110,Customer_110,customer110@example.com,+919328214698,Mumbai,Tamil Nadu,India,Male,26-35
CUST_111,Customer_111,customer111@example.com,+917850892993,Pune,Maharashtra,India,Male,18-25
CUST_112,Customer_112,customer112@example.com,+919497596339,Kolkata,Rajasthan,India,Male,26-35
CUST_113,Customer_113,customer113@example.com,+917936619255,Chennai,West Bengal,India,Other,26-35
CUST_114,Customer_114,customer114@example.com,+919613204129,Bangalore,West Bengal,India,Other,18-25
CUST_115,Customer_115,customer115@example.com,+919400015665,Jaipur,Delhi,India,Male,36-45
CUST_116,Customer_116,customer116@example.com,+919104350549,Chennai,Rajasthan,India,Male,46-55
CUST_117,Customer_117,customer117@example.com,+919312289810,Pune,Karnataka,India,Female,46-55
CUST_118,Customer_118,customer118@example.com,+917813127215,Mumbai,Maharashtra,India,Female,26-35
CUST_119,Customer_119,customer119@example.com,+919397376244,Hyderabad,Delhi,India,Male,18-25
CUST_120,Customer_120,customer120@example.com,+919629120567,Bangalore,West Bengal,India,Male,26-35
CUST_121,Customer_121,customer121@example.com,+918774605551,Delhi,West Bengal,India,Female,46-55
CUST_122,Customer_122,customer122@example.com,+917368819793,Delhi,Tamil Nadu,India,Female,46-55
CUST_123,Customer_123,customer123@example.com,+917938851021,Kolkata,Delhi,India,Male,46-55
CUST_124,Customer_124,customer124@example.com,+918247586793,Hyderabad,Telangana,India,Male,26-35
CUST_125,Customer_125,customer125@example.com,+918898236328,Mumbai,Maharashtra,India,Male,36-45
CUST_126,Customer_126,customer126@example.com,+918204013192,Kolkata,Karnataka,India,Other,18-25
CUST_127,Customer_127,customer127@example.com,+918119495656,Delhi,Karnataka,India,Female,18-25
CUST_128,Customer_128,customer128@example.com,+919349033585,Jaipur,Karnataka,India,Female,26-35
CUST_129,Customer_129,customer129@example.com,+919882334429,Bangalore,Telangana,India,Other,26-35
CUST_130,Customer_130,customer130@example.com,+919606863563,Mumbai,Maharashtra,India,Male,18-25
CUST_131,Customer_131,customer131@example.com,+918956725088,Kolkata,West Bengal,India,Female,36-45
CUST_132,Customer_132,customer132@example.com,+919271709077,Bangalore,Karnataka,India,Other,18-25
CUST_133,Customer_133,customer133@example.com,+918454161483,Pune,Delhi,India,Male,36-45
CUST_134,Customer_134,customer134@example.com,+917948787812,Mumbai,Maharashtra,India,Other,18-25
CUST_135,Customer_135,customer135@example.com,+918460903303,Kolkata,Maharashtra,India,Other,26-35
CUST_136,Customer_136,customer136@example.com,+917513700215,Pune,Delhi,India,Other,46-55
CUST_137,Customer_137,customer137@example.com,+917745061544,Bangalore,Telangana,India,Female,18-25
CUST_138,Customer_138,customer138@example.com,+917665020077,Delhi,West Bengal,India,Female,18-25
CUST_139,Customer_139,customer139@example.com,+917090578484,Jaipur,Telangana,India,Other,18-25
CUST_140,Customer_140,customer140@example.com,+919632013979,Delhi,Maharashtra,India,Other,36-45
CUST_141,Customer_141,customer141@example.com,+918457871206,Pune,West Bengal,India,Male,36-45
CUST_142,Customer_142,customer142@example.com,+919267848131,Kolkata,Maharashtra,India,Other,26-35
CUST_143,Customer_143,customer143@example.com,+918824066580,Hyderabad,Maharashtra,India,Female,18-25
CUST_144,Customer_144,customer144@example.com,+919783568991,Chennai,West Bengal,India,Other,46-55
CUST_145,Customer_145,customer145@example.com,+918645298658,Delhi,Karnataka,India,Male,26-35
CUST_146,Customer_146,customer146@example.com,+918339848705,Delhi,Tamil Nadu,India,Female,18-25
CUST_147,Customer_147,customer147@example.com,+917564579160,Delhi,Karnataka,India,Male,36-45
CUST_148,Customer_148,customer148@example.com,+918310437027,Kolkata,Rajasthan,India,Other,18-25
CUST_149,Customer_149,customer149@example.com,+918719245923,Kolkata,West Bengal,India,Other,18-25
CUST_150,Customer_150,customer150@example.com,+917071006423,Bangalore,Maharashtra,India,Female,26-35
CUST_151,Customer_151,customer151@example.com,+917334548212,Bangalore,Rajasthan,India,Female,36-45
CUST_152,Customer_152,customer152@example.com,+919712215717,Mumbai,Delhi,India,Other,18-25
CUST_153,Customer_153,customer153@example.com,+917356274656,Kolkata,Rajasthan,India,Male,26-35
CUST_154,Customer_154,customer154@example.com,+918164558666,Pune,Karnataka,India,Male,46-55
CUST_155,Customer_155,customer155@example.com,+918886587354,Pune,West Bengal,India,Male,26-35
CUST_156,Customer_156,customer156@example.com,+917810281804,Kolkata,West Bengal,India,Male,46-55
CUST_157,Customer_157,customer157@example.com,+919321739708,Jaipur,Delhi,India,Male,36-45
CUST_158,Customer_158,customer158@example.com,+917626624071,Delhi,Delhi,India,Male,18-25
CUST_159,Customer_159,customer159@example.com,+919634866320,Chennai,Rajasthan,India,Male,26-35
CUST_160,Customer_160,customer160@example.com,+919796721560,Bangalore,Tamil Nadu,India,Male,46-55
CUST_161,Customer_161,customer161@example.com,+918141928795,Mumbai,Karnataka,India,Male,18-25
CUST_162,Customer_162,customer162@example.com,+918800799119,Pune,Delhi,India,Female,26-35
CUST_163,Customer_163,customer163@example.com,+919948530584,Hyderabad,Telangana,India,Male,36-45
CUST_164,Customer_164,customer164@example.com,+919442867189,Delhi,Karnataka,India,Female,26-35
CUST_165,Customer_165,customer165@example.com,+918855036648,Bangalore,Tamil Nadu,India,Male,46-55
CUST_166,Customer_166,customer166@example.com,+919215455517,Mumbai,Maharashtra,India,Other,26-35
CUST_167,Customer_167,customer167@example.com,+918264421884,Chennai,Maharashtra,India,Other,46-55
CUST_168,Customer_168,customer168@example.com,+917063227796,Pune,West Bengal,India,Other,18-25
CUST_169,Customer_169,customer169@example.com,+917249287175,Jaipur,Delhi,India,Female,18-25
CUST_170,Customer_170,customer170@example.com,+917768199669,Kolkata,Telangana,India,Other,18-25
CUST_171,Customer_171,customer171@example.com,+918499486049,Kolkata,Delhi,India,Male,26-35
CUST_172,Customer_172,customer172@example.com,+917895418451,Kolkata,Maharashtra,India,Other,18-25
CUST_173,Customer_173,customer173@example.com,+918207090501,Kolkata,Telangana,India,Female,18-25
CUST_174,Customer_174,customer174@example.com,+918578473221,Jaipur,Delhi,India,Female,36-45
CUST_175,Customer_175,customer175@example.com,+917199542033,Jaipur,Karnataka,India,Other,18-25
CUST_176,Customer_176,customer176@example.com,+917282143514,Hyderabad,Tamil Nadu,India,Male,46-55
CUST_177,Customer_177,customer177@example.com,+919018372740,Bangalore,Karnataka,India,Female,18-25
CUST_178,Customer_178,customer178@example.com,+917354843569,Bangalore,Telangana,India,Other,46-55
CUST_179,Customer_179,customer179@example.com,+919201676844,Mumbai,Karnataka,India,Male,18-25
CUST_180,Customer_180,customer180@example.com,+917379411715,Pune,Telangana,India,Other,36-45
CUST_181,Customer_181,customer181@example.com,+918457467264,Kolkata,Maharashtra,India,Other,46-55
CUST_182,Customer_182,customer182@example.com,+919511160292,Kolkata,Delhi,India,Female,18-25
CUST_183,Customer_183,customer183@example.com,+918477740321,Kolkata,Maharashtra,India,Other,26-35
CUST_184,Customer_184,customer184@example.com,+917076655292,Pune,Karnataka,India,Other,18-25
CUST_185,Customer_185,customer185@example.com,+919349408961,Hyderabad,Karnataka,India,Female,26-35
CUST_186,Customer_186,customer186@example.com,+917982749652,Kolkata,Tamil Nadu,India,Male,36-45
CUST_187,Customer_187,customer187@example.com,+917110757028,Delhi,Telangana,India,Male,46-55
CUST_188,Customer_188,customer188@example.com,+917185333487,Chennai,Karnataka,India,Female,26-35
CUST_189,Customer_189,customer189@example.com,+917032464703,Jaipur,Karnataka,India,Male,26-35
CUST_190,Customer_190,customer190@example.com,+918951093161,Delhi,Rajasthan,India,Other,36-45
CUST_191,Customer_191,customer191@example.com,+919183793210,Pune,Tamil Nadu,India,Male,46-55
CUST_192,Customer_192,customer192@example.com,+919901178423,Pune,West Bengal,India,Female,36-45
CUST_193,Customer_193,customer193@example.com,+918339612346,Mumbai,Telangana,India,Other,26-35
CUST_194,Customer_194,customer194@example.com,+917777004225,Kolkata,Tamil Nadu,India,Female,26-35
CUST_195,Customer_195,customer195@example.com,+918496933636,Bangalore,Tamil Nadu,India,Female,26-35
CUST_196,Customer_196,customer196@example.com,+919785883610,Delhi,Rajasthan,India,Other,36-45
CUST_197,Customer_197,customer197@example.com,+917668371616,Chennai,Tamil Nadu,India,Male,46-55
CUST_198,Customer_198,customer198@example.com,+918379291437,Mumbai,Tamil Nadu,India,Female,18-25
CUST_199,Customer_199,customer199@example.com,+918923639595,Bangalore,Rajasthan,India,Male,46-55
CUST_200,Customer_200,customer200@example.com,+919746067083,Delhi,West Bengal,India,Other,36-45
CUST_201,Customer_201,customer201@example.com,+917266334398,Jaipur,Rajasthan,India,Other,26-35
CUST_202,Customer_202,customer202@example.com,+918711444905,Kolkata,Rajasthan,India,Male,18-25
CUST_203,Customer_203,customer203@example.com,+919781335506,Hyderabad,Tamil Nadu,India,Male,18-25
CUST_204,Customer_204,customer204@example.com,+918230456208,Delhi,Maharashtra,India,Female,18-25
CUST_205,Customer_205,customer205@example.com,+917191341192,Pune,Maharashtra,India,Female,36-45
CUST_206,Customer_206,customer206@example.com,+918745992581,Kolkata,Telangana,India,Male,46-55
CUST_207,Customer_207,customer207@example.com,+917558798989,Jaipur,Rajasthan,India,Other,26-35
CUST_208,Customer_208,customer208@example.com,+919901482958,Delhi,Karnataka,India,Other,46-55
CUST_209,Customer_209,customer209@example.com,+919794003349,Kolkata,Karnataka,India,Male,46-55
CUST_210,Customer_210,customer210@example.com,+919081353884,Hyderabad,Maharashtra,India,Male,26-35
CUST_211,Customer_211,customer211@example.com,+917797840065,Chennai,Telangana,India,Other,18-25
CUST_212,Customer_212,customer212@example.com,+917487129495,Chennai,Tamil Nadu,India,Other,46-55
CUST_213,Customer_213,customer213@example.com,+917606492604,Delhi,Tamil Nadu,India,Male,26-35
CUST_214,Customer_214,customer214@example.com,+919690346368,Kolkata,Delhi,India,Male,18-25
CUST_215,Customer_215,customer215@example.com,+919629093308,Pune,West Bengal,India,Other,26-35
CUST_216,Customer_216,customer216@example.com,+919136669989,Hyderabad,Tamil Nadu,India,Other,18-25
CUST_217,Customer_217,customer217@example.com,+919845978733,Kolkata,Maharashtra,India,Female,46-55
CUST_218,Customer_218,customer218@example.com,+918631435189,Delhi,Telangana,India,Other,36-45
CUST_219,Customer_219,customer219@example.com,+919529837300,Pune,Rajasthan,India,Other,26-35
CUST_220,Customer_220,customer220@example.com,+917095478447,Kolkata,Telangana,India,Male,46-55
CUST_221,Customer_221,customer221@example.com,+919053741664,Pune,West Bengal,India,Male,26-35
CUST_222,Customer_222,customer222@example.com,+919309621572,Kolkata,Tamil Nadu,India,Female,36-45
CUST_223,Customer_223,customer223@example.com,+917491719659,Hyderabad,Delhi,India,Other,18-25
CUST_224,Customer_224,customer224@example.com,+917496160119,Jaipur,Karnataka,India,Male,36-45
CUST_225,Customer_225,customer225@example.com,+919950320861,Pune,Delhi,India,Female,36-45
CUST_226,Customer_226,customer226@example.com,+919480049021,Chennai,Maharashtra,India,Female,18-25
CUST_227,Customer_227,customer227@example.com,+917643060400,Kolkata,Karnataka,India,Other,46-55
CUST_228,Customer_228,customer228@example.com,+918102838053,Mumbai,Tamil Nadu,India,Male,36-45
CUST_229,Customer_229,customer229@example.com,+917706736485,Jaipur,Tamil Nadu,India,Male,26-35
CUST_230,Customer_230,customer230@example.com,+917135383678,Bangalore,Tamil Nadu,India,Male,18-25
CUST_231,Customer_231,customer231@example.com,+919839759558,Bangalore,Delhi,India,Male,46-55
CUST_232,Customer_232,customer232@example.com,+919413844726,Delhi,Tamil Nadu,India,Female,36-45
CUST_233,Customer_233,customer233@example.com,+917993185558,Pune,Telangana,India,Other,46-55
CUST_234,Customer_234,customer234@example.com,+919264400071,Chennai,Delhi,India,Other,26-35
CUST_235,Customer_235,customer235@example.com,+917955778225,Bangalore,Delhi,India,Other,36-45
CUST_236,Customer_236,customer236@example.com,+918079681752,Bangalore,Maharashtra,India,Other,26-35
CUST_237,Customer_237,customer237@example.com,+919641526561,Jaipur,Rajasthan,India,Other,18-25
CUST_238,Customer_238,customer238@example.com,+917747470524,Pune,Karnataka,India,Other,18-25
CUST_239,Customer_239,customer239@example.com,+918169328790,Chennai,West Bengal,India,Female,18-25
CUST_240,Customer_240,customer240@example.com,+918089401288,Jaipur,Tamil Nadu,India,Male,36-45
CUST_241,Customer_241,customer241@example.com,+917479766184,Bangalore,Tamil Nadu,India,Other,46-55
CUST_242,Customer_242,customer242@example.com,+919216679734,Mumbai,Tamil Nadu,India,Female,46-55
CUST_243,Customer_243,customer243@example.com,+917962439769,Delhi,Rajasthan,India,Female,26-35
CUST_244,Customer_244,customer244@example.com,+918805963085,Kolkata,Delhi,India,Other,36-45
CUST_245,Customer_245,customer245@example.com,+919652684337,Jaipur,Rajasthan,India,Other,18-25
CUST_246,Customer_246,customer246@example.com,+919178546736,Mumbai,Maharashtra,India,Other,26-35
CUST_247,Customer_247,customer247@example.com,+917962533292,Delhi,Maharashtra,India,Other,36-45
CUST_248,Customer_248,customer248@example.com,+918040737423,Kolkata,Karnataka,India,Other,46-55
CUST_249,Customer_249,customer249@example.com,+919873324426,Delhi,Telangana,India,Other,36-45
CUST_250,Customer_250,customer250@example.com,+919928155938,Mumbai,Delhi,India,Female,36-45
CUST_251,Customer_251,customer251@example.com,+918152326967,Mumbai,Tamil Nadu,India,Male,46-55
CUST_252,Customer_252,customer252@example.com,+917991142571,Chennai,Maharashtra,India,Female,46-55
CUST_253,Customer_253,customer253@example.com,+919190128275,Kolkata,Maharashtra,India,Other,46-55
CUST_254,Customer_254,customer254@example.com,+918018711173,Pune,Telangana,India,Other,18-25
CUST_255,Customer_255,customer255@example.com,+918094456088,Mumbai,Karnataka,India,Female,36-45
CUST_256,Customer_256,customer256@example.com,+919059718498,Chennai,Telangana,India,Other,36-45
CUST_257,Customer_257,customer257@example.com,+917160234988,Hyderabad,West Bengal,India,Other,18-25
CUST_258,Customer_258,customer258@example.com,+919226853369,Pune,Maharashtra,India,Male,36-45
CUST_259,Customer_259,customer259@example.com,+917527638691,Jaipur,Maharashtra,India,Female,26-35
CUST_260,Customer_260,customer260@example.com,+917349539110,Jaipur,Tamil Nadu,India,Other,26-35
CUST_261,Customer_261,customer261@example.com,+918152056869,Hyderabad,Delhi,India,Female,18-25
CUST_262,Customer_262,customer262@example.com,+918122151305,Delhi,West Bengal,India,Female,18-25
CUST_263,Customer_263,customer263@example.com,+919827445895,Delhi,Delhi,India,Other,18-25
CUST_264,Customer_264,customer264@example.com,+919595879636,Mumbai,Rajasthan,India,Female,18-25
CUST_265,Customer_265,customer265@example.com,+917089276476,Bangalore,Tamil Nadu,India,Other,18-25
CUST_266,Customer_266,customer266@example.com,+918670141108,Chennai,Telangana,India,Male,36-45
CUST_267,Customer_267,customer267@example.com,+917213074645,Bangalore,Tamil Nadu,India,Female,26-35
CUST_268,Customer_268,customer268@example.com,+918140322163,Pune,Maharashtra,India,Other,46-55
CUST_269,Customer_269,customer269@example.com,+917326247058,Chennai,Delhi,India,Other,26-35
CUST_270,Customer_270,customer270@example.com,+918725228133,Hyderabad,Telangana,India,Other,36-45
CUST_271,Customer_271,customer271@example.com,+919890660807,Mumbai,Tamil Nadu,India,Female,26-35
CUST_272,Customer_272,customer272@example.com,+917573924502,Delhi,Karnataka,India,Other,36-45
CUST_273,Customer_273,customer273@example.com,+919865187421,Mumbai,Maharashtra,India,Female,26-35
CUST_274,Customer_274,customer274@example.com,+919733098232,Pune,Karnataka,India,Female,36-45
CUST_275,Customer_275,customer275@example.com,+919896665127,Mumbai,Maharashtra,India,Other,46-55
CUST_276,Customer_276,customer276@example.com,+918454491613,Jaipur,Karnataka,India,Male,26-35
CUST_277,Customer_277,customer277@example.com,+918066700221,Pune,West Bengal,India,Male,46-55
CUST_278,Customer_278,customer278@example.com,+919440514956,Chennai,Tamil Nadu,India,Other,26-35
CUST_279,Customer_279,customer279@example.com,+917781854172,Delhi,Telangana,India,Other,36-45
CUST_280,Customer_280,customer280@example.com,+919846549947,Jaipur,Tamil Nadu,India,Other,46-55
CUST_281,Customer_281,customer281@example.com,+918927965545,Mumbai,West Bengal,India,Male,46-55
CUST_282,Customer_282,customer282@example.com,+918824790870,Jaipur,Rajasthan,India,Female,26-35
CUST_283,Customer_283,customer283@example.com,+918139969533,Hyderabad,Maharashtra,India,Female,36-45
CUST_284,Customer_284,customer284@example.com,+919837940123,Hyderabad,Karnataka,India,Other,36-45
CUST_285,Customer_285,customer285@example.com,+918881868807,Hyderabad,Tamil Nadu,India,Female,26-35
CUST_286,Customer_286,customer286@example.com,+918069477988,Chennai,Tamil Nadu,India,Other,36-45
CUST_287,Customer_287,customer287@example.com,+919546011133,Pune,Rajasthan,India,Male,26-35
CUST_288,Customer_288,customer288@example.com,+917259480862,Bangalore,Rajasthan,India,Female,26-35
CUST_289,Customer_289,customer289@example.com,+917376877052,Delhi,Delhi,India,Female,46-55
CUST_290,Customer_290,customer290@example.com,+917902624412,Chennai,Rajasthan,India,Female,18-25
CUST_291,Customer_291,customer291@example.com,+919296270892,Hyderabad,Delhi,India,Male,18-25
CUST_292,Customer_292,customer292@example.com,+918500101104,Chennai,West Bengal,India,Male,46-55
CUST_293,Customer_293,customer293@example.com,+919193840662,Hyderabad,Tamil Nadu,India,Male,46-55
CUST_294,Customer_294,customer294@example.com,+917374902016,Delhi,Maharashtra,India,Male,36-45
CUST_295,Customer_295,customer295@example.com,+918943490457,Kolkata,Maharashtra,India,Male,18-25
